formulaRank,molecularFormula,adduct.x,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,mappingFeatureId,overallFeatureQuality,target_Compound,adduct.y,MetaboAnnotation_status
1,C8H20NO6P,[M + K]+,C8H20KNO6P+,Fatty acids,0.994,Glycerophospholipids,0.986,Glycerophosphocholines,0.943,Lipids and lipid-like molecules,0.789,Glycerophospholipids,0.966,Glycerophosphocholines,0.574,NA,NA,Glycerophosphocholines,0.574,"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Phosphocholines; Secondary alcohols; Glycerophosphocholines; Polyols; Amines; 1,2-diols; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",296.066,31,0.519,801747141267731700,801746879354402300,879,NA,NA,NA,FALSE
1,C6H9N3O2,[M + H]+,C6H10N3O2+,Amino acids and Peptides,1,Small peptides,1,Aminoacids,1,Organic acids and derivatives,1,Carboxylic acids and derivatives,1,"Amino acids, peptides, and analogues",1,Amino acids and derivatives,1,Histidine and derivatives,0.983,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Imidazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Imidazolyl carboxylic acids and derivatives; Carbonyl compounds; Substituted imidazoles; Alpha amino acids; Amines; Primary amines; Aralkylamines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; Histidine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",156.077,31,0.52,801747136372974800,801746879408928300,832,NA,NA,NA,FALSE
1,C5H4F3NO,[M + H3N + H]+,C5H8F3N2O+,Alkaloids,0.472,Fatty Acids and Conjugates,0.124,Halogenated fatty acids,0.643,Organohalogen compounds,0.999,Alkyl halides,0.98,Alkyl fluorides,0.984,NA,NA,Alkyl fluorides,0.984,Organic compounds; Organohalogen compounds; Organonitrogen compounds; Organooxygen compounds; Alkyl fluorides; Organofluorides; Carbonyl compounds; Alkyl halides; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,169.059,31,0.521,801747159366167e3,801746879459259900,933,NA,NA,NA,FALSE
1,C3H4NO7P3S,[M + Na]+,C3H4NNaO7P3S+,Alkaloids,0.107,Pseudoalkaloids (transamidation),0.056,Aminoacids,0.024,Organic oxygen compounds,1,Organooxygen compounds,0.667,NA,NA,NA,NA,Organooxygen compounds,0.667,Organic compounds; Organosulfur compounds; Organic acids and derivatives; Organooxygen compounds; Organophosphorus compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,313.883,32,0.53,801747181289820900,801746879622837800,1010,NA,NA,NA,FALSE
1,C15H28O13,[M + Na]+,C15H28NaO13+,Carbohydrates,0.996,Saccharides,0.998,Disaccharides,0.989,Organic oxygen compounds,1,Organooxygen compounds,1,Carbohydrates and carbohydrate conjugates,0.999,Disaccharides,0.779,Disaccharides,0.779,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,439.143,32,0.53,801747142253393800,801746879681558e3,1004,NA,NA,NA,FALSE
1,C2H8N2SSi3,[M + H]+,C2H9N2SSi3+,Alkaloids,0.26,Fatty acyls,0.047,Polyamines,0.083,Organic nitrogen compounds,0.965,Organonitrogen compounds,0.898,NA,NA,NA,NA,Organonitrogen compounds,0.898,Organic compounds; Organosulfur compounds; Organonitrogen compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities,176.98,32,0.531,801747599646655400,801746879148881400,891,NA,NA,NA,FALSE
1,C8H20NO6P,[M + H]+,C8H21NO6P+,Fatty acids,0.99,Glycerophospholipids,0.962,Glycerophosphocholines,0.893,Organic nitrogen compounds,0.938,Organonitrogen compounds,0.71,Quaternary ammonium salts,0.971,Cholines,0.899,Phosphocholines,0.857,"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Glycerophospholipids; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Organic phosphoric acids and derivatives; Phosphate esters; Quaternary ammonium salts; Cholines; Phosphocholines; Secondary alcohols; Polyols; Amines; 1,2-diols; Alkyl phosphates; Dialkyl phosphates; Organic cations; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",258.111,32,0.532,801747573239311500,801746879740278300,965,NA,NA,NA,FALSE
1,C3H6N4O5P2S2,[M + H]+,C3H7N4O5P2S2+,Alkaloids,0.708,Histidine alkaloids,0.156,Imidazole alkaloids,0.156,Organic acids and derivatives,0.953,Organic dithiophosphoric acids and derivatives,0.555,Dithiophosphate O-esters,0.52,NA,NA,Dithiophosphate O-esters,0.52,Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Azoles; Organothiophosphorus compounds; Sulfenyl compounds; Organic dithiophosphoric acids and derivatives; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Dithiophosphate O-esters; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,304.932,32,0.535,8.0174714258474406e+017,801746879857718800,1100,NA,NA,NA,FALSE
1,C5H10N2O3,[M + H]+,C5H11N2O3+,Amino acids and Peptides,1,Small peptides,1,Aminoacids,1,Organic acids and derivatives,1,Carboxylic acids and derivatives,1,"Amino acids, peptides, and analogues",0.998,Amino acids and derivatives,0.998,D-alpha-amino acids,0.597,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; D-alpha-amino acids; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",147.077,32,0.537,801747154626599400,801746879912244700,1024,NA,NA,NA,FALSE
1,C4H8N2O3,[M + Na]+,C4H8N2NaO3+,Amino acids and Peptides,1,Small peptides,0.999,Aminoacids,0.999,Organic acids and derivatives,1,Carboxylic acids and derivatives,1,"Amino acids, peptides, and analogues",0.999,Amino acids and derivatives,0.999,Alpha amino acids,0.936,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Asparagine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",155.044,32,0.538,801747135588639700,801746879966770700,875,NA,NA,NA,FALSE
1,C11H20N2O8,[M + H]+,C11H21N2O8+,Carbohydrates,0.972,Aminosugars and aminoglycosides,0.949,Aminosugars,0.971,Organic acids and derivatives,0.992,Carboxylic acids and derivatives,0.985,"Amino acids, peptides, and analogues",0.875,Amino acids and derivatives,0.874,Glycosyl-amino acids,0.68,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Secondary carboxylic acid amides; Glycosyl-amino acids; Carbonyl compounds; Heterocyclic fatty acids; Oxanes; Polyols; Alpha amino acids; Amines; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",309.13,32,0.54,801747374806697e3,801746880025491e3,1159,NA,NA,NA,FALSE
1,C6H15NO,[M + H]+,C6H16NO+,Fatty acids,0.838,Spingolipids,0.045,Sphingoid bases,0.296,Organic nitrogen compounds,1,Organonitrogen compounds,1,Quaternary ammonium salts,0.785,NA,NA,Quaternary ammonium salts,0.785,"Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Quaternary ammonium salts; 1,2-aminoalcohols; Amines; Alkanolamines; Organic cations; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",118.123,33,0.544,801747181415650200,801746880084211200,1183,NA,NA,NA,FALSE
1,C4H6O3,[M + H3N + H]+,C4H10NO3+,Fatty acids,0.989,Fatty Acids and Conjugates,0.897,Oxo fatty acids,0.604,Organic acids and derivatives,0.968,Carboxylic acids and derivatives,0.958,Carboxylic acids,0.72,NA,NA,Carboxylic acids,0.72,Organic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,120.066,33,0.544,801747222175926400,801746880134542800,1106,NA,NA,NA,FALSE
1,C29H22N4O3,[M + H]+,C29H23N4O3+,Amino acids and Peptides,0.938,Small peptides,0.31,Dipeptides,0.134,Organic acids and derivatives,1,Carboxylic acids and derivatives,0.999,"Amino acids, peptides, and analogues",0.996,Amino acids and derivatives,0.996,N-acyl-alpha amino acids,0.885,"Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Pyrroles; Tryptamines and derivatives; Indoles and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; N-acyl-alpha amino acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Secondary carboxylic acid amides; Carbonyl compounds; Substituted pyrroles; Alpha amino acid amides; N-acyl-alpha amino acids; Benzenoids; Indoles; Fatty Acyls; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Amino acids; 3-alkylindoles; Asparagine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",475.178,33,0.544,801747607762635300,801746880193263100,1189,NA,NA,NA,FALSE
1,C6H8O4,[M + H]+,C6H9O4+,Fatty acids,0.742,Fatty Acids and Conjugates,0.476,Lactones,0.266,Organic acids and derivatives,0.857,Carboxylic acids and derivatives,0.85,Carboxylic acids,0.527,NA,NA,Carboxylic acids,0.527,Organic compounds; Organoheterocyclic compounds; Organic acids and derivatives; Carboxylic acids and derivatives; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,145.05,33,0.546,801747600233858e3,801746880243594800,1285,NA,NA,NA,FALSE
1,C12H22O11,[M - H2O + H]+,C12H21O10+,Carbohydrates,1,Saccharides,1,Disaccharides,0.997,Organic oxygen compounds,1,Organooxygen compounds,1,Carbohydrates and carbohydrate conjugates,1,Glycosyl compounds,0.991,C-glycosyl compounds,0.543,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; C-glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,325.114,33,0.546,8.0174715686636006e+017,801746880298120700,1254,NA,NA,NA,FALSE
1,C10H19NO7,[M + H]+,C10H20NO7+,Carbohydrates,0.889,Aminosugars and aminoglycosides,0.896,Aminosugars,0.936,Organic acids and derivatives,0.946,Carboxylic acids and derivatives,0.954,"Amino acids, peptides, and analogues",0.626,Amino acids and derivatives,0.629,Amino acids,0.704,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alcohols and polyols; Ethers; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Hydroxy fatty acids; Amino acids and derivatives; Carboxylic acid amides; Monocarboxylic acids and derivatives; Carboxylic acids; Monosaccharides; Secondary alcohols; Carbonyl compounds; Oxanes; Glycosyl compounds; Dialkylamines; Polyols; Amines; Secondary amines; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",266.124,33,0.548,801747155981361200,801746880352646700,1089,NA,NA,NA,FALSE
1,C6H15NO6,[M + H]+,C6H16NO6+,Carbohydrates,0.992,Aminosugars and aminoglycosides,0.989,Aminosugars,0.995,Organic oxygen compounds,1,Organooxygen compounds,1,Carbohydrates and carbohydrate conjugates,0.979,Monosaccharides,0.968,Hexoses,0.921,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Hexoses; Monosaccharides; Secondary alcohols; 1,2-aminoalcohols; Oxanes; Polyols; Amines; Primary amines; Alkanolamines; Aminosaccharides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",198.098,33,0.552,801747440913162200,801746880520419e3,1213,NA,NA,NA,FALSE
1,C12H22O11,[M + H3N + H]+,C12H26NO11+,Carbohydrates,0.999,Saccharides,1,Disaccharides,0.998,Organic oxygen compounds,1,Organooxygen compounds,1,Carbohydrates and carbohydrate conjugates,1,Disaccharides,0.806,Disaccharides,0.806,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,360.151,33,0.552,801747377155509e3,801746880579139200,1261,NA,NA,NA,FALSE
1,C4H14N6O2,[M + H]+,C4H15N6O2+,Alkaloids,0.649,Ornithine alkaloids,0.133,Polyamines,0.414,Organic oxygen compounds,0.998,Organooxygen compounds,0.831,Carbonyl compounds,0.671,NA,NA,Carbonyl compounds,0.671,Organic compounds; Organonitrogen compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,179.127,33,0.553,801747144686091500,801746880637859500,849,NA,NA,NA,FALSE
1,C4H8N2O3,[M + H]+,C4H9N2O3+,Amino acids and Peptides,0.999,Small peptides,0.998,Aminoacids,0.998,Organic acids and derivatives,1,Carboxylic acids and derivatives,1,"Amino acids, peptides, and analogues",0.999,Amino acids and derivatives,0.999,Alpha amino acids,0.952,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Fatty amides; Amino acids and derivatives; Monoalkylamines; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Primary carboxylic acid amides; Carbonyl compounds; Alpha amino acids; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Asparagine and derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",133.061,33,0.554,801747222347893e3,801746880692385400,906,NA,NA,NA,FALSE
1,C8H15NO,[M + H]+,C8H16NO+,Alkaloids,0.998,Ornithine alkaloids,0.992,Tropane alkaloids,0.996,Alkaloids and derivatives,0.866,Tropane alkaloids,0.98,NA,NA,NA,NA,Tropane alkaloids,0.98,Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Piperidines; Pyrrolidines; Organonitrogen compounds; Alkaloids and derivatives; Organooxygen compounds; Tropane alkaloids; Cyclic alcohols and derivatives; Secondary alcohols; Trialkylamines; Amines; Tertiary amines; N-alkylpyrrolidines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,142.123,33,0.555,801747606978300300,801746880751105700,1265,NA,NA,NA,FALSE
1,C4H9NO2,[M + H]+,C4H10NO2+,Amino acids and Peptides,0.997,Small peptides,0.996,Aminoacids,0.996,Organic acids and derivatives,0.999,Carboxylic acids and derivatives,0.998,"Amino acids, peptides, and analogues",0.96,Amino acids and derivatives,0.96,Amino acids,0.926,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Fatty acids and conjugates; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Monoalkylamines; Monocarboxylic acids and derivatives; Carboxylic acids; Carbonyl compounds; Amines; Primary amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",104.071,33,0.555,801747152797881100,801746880805631600,1258,NA,NA,NA,FALSE
