"Column1","Column2","Column3","Column4","Column5","Column6","Column7","Column8","Column9","Column10","Column11","Column12","Column13","Column14","Column15","Column16","Column17","Column18","Column19","Column20","Column21","Column22","Column23","Column24","Column25","Column26","Column27","Column28","Column29","Column30","Column31","Column32","Column33","Column34","Column35","Column36","Column37","Column38","Column39","Column40","Column41","Column42","Column43","Column44","Column45"
"1033",0.616,155.01048,"Unknown","[M+H]+","","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","17.79","Orbi_P_E2_WS03C","155.01048:132659 156.01383:0 157.01719:23618","",2319,13792,6023,4887,3093,2334,338494,396924,374401,"5408.14038085938","369939.729166667","4365.30482306268","29469.2690383826"
"1034",0.605,155.04277,"Unknown","[M+3ACN+2H]2+","adduct linked to 3711_[M+IsoProp+Na+H]+","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","32.57","Orbi_P_E2_WS03B","155.04277:230229 156.04612:0 157.04948:21484","",5755,3972,11941,5585,3024,8402,1379411,1658563,1261283,"6446.50935872396","1433085.41666667","3257.64730038083","204006.523266733"
"1039",4.413,155.08597,"Unknown","[M+H]+","found in higher mz's MsMs_10066","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.19","Orbi_P_E2_WS03A","155.08597:30937 156.08932:41174 157.09268:48651","",1771,8667,1330,2556,3506,4772,86005,88653,82165,"3767.0942586263","85607.4088541667","2701.107330071","3261.99352622856"
"1068",1.655,156.0658,"Unknown","[M+H]+","adduct linked to 692_[M+H-H2O]+","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7.95","Orbi_P_E2_WS03B","156.0658:45947 157.06915:4588 158.07251:60813","",2015,2984,2925,3234,3885,1919,132011,136220,118464,"2827.14363606771","128898.239583333","748.650521241661","9278.16102400611"
"1070",0.512,156.07712,"Unknown","[M+H]+","adduct linked to 1563_[M+Na]+","0.778","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","153.16","Orbi_P_E2_WS03A","156.07703:2220511 157.08038:193682 158.08374:0","83.06098:21404 93.04527:8195 101.67885:2288 130.06323:12807 156.0425:106012",43900,62087,324700,366544,444986,354115,9969492,10261066,9506387,"266055.471354167","9912315","169861.332777839","380574.572530798"
"1110",1.966,158.08156,"Unknown","[M+H]+","adduct linked to 4945_[2M+H]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","36.18","Orbi_P_E2_WS03A","158.08156:202292 159.08491:22716 160.08827:13592","95.04974:7585 141.0006:7710",23243,28370,17239,25775,16754,22019,646236,603623,540012,"22233.3551432292","596623.604166667","4609.56210858208","53457.0058616521"
"1117",1.076,158.11789,"Unknown","[M-C6H10O5+H]+","adduct linked to 6691_[M+ACN+Na]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","9.25","Orbi_P_E2_WS03B","158.11789:87455 159.12124:0 160.1246:0","",4026,6722,8740,9055,2432,4600,500935,564105,505261,"5929.23758951823","523434.052083333","2680.26822997879","35288.7983592385"
"1152",0.54,160.03726,"Unknown","[M+2Na-H]+","adduct linked to 253_[M+H]+; found in higher mz's MsMs_1537","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","130.53","Orbi_P_E2_WS03B","160.03726:944127 161.04061:140407 162.04397:0","",16994,7852,19003,8981,17991,1716,2102652,2386396,2266976,"12089.6685791016","2252008.08333333","6955.51042882845","142463.039147952"
"1168",2.085,161.08118,"Unknown","[M+Li]+","adduct linked to 2429_[M+ACN+Na]+","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.44","Orbi_P_E2_WS03B","161.08118:37713 162.08453:19735 163.08789:11891","",7969,1408,0,1262,1298,1171,99250,100129,75969,"2184.68198649089","91782.7838541667","2880.91491270306","13701.9950242003"
"1176",1.827,161.10759,"Unknown","[M+IsoProp+H]+","adduct linked to 290_[M+NH4]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","6.06","Orbi_P_E2_WS03B","161.10759:42823 162.11094:0 163.1143:0","",0,0,1714,0,1581,1312,114799,103718,95058,"767.724670410156","104524.809895833","850.927213946593","9895.33536729965"
"1177",2.58,161.1328,"Unknown","[M+CH3OH+H]+","adduct linked to 649_[M+Li]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","6.13","Orbi_P_E2_WS03B","161.1328:52548 162.13615:13229 163.13951:17631","",5019,10216,2987,5276,7286,3855,189950,166348,157721,"5773.43086751302","171339.671875","2618.68185951863","16684.3442755778"
"1206",1.636,163.03912,"Unknown","[M+H]+","adduct linked to 6790_[2M+ACN+Na]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.22","Orbi_P_E2_WS03B","163.03912:80665 164.04247:13539 165.04583:0","",27417,19365,20675,20991,25395,25319,296422,344634,294537,"23193.5797526042","311864.447916667","3257.2723619517","28395.325945447"
"1207",2.177,163.03915,"Unknown","[M+Na]+","adduct linked to 2552_[M+2ACN+H]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","60.41","Orbi_P_E2_WS03A","163.03915:727360 164.0425:62244 165.04586:7449","79.05495:3358 96.86478:12960 135.03378:2641 135.04434:86053 145.02863:68632",23763,44826,57695,36110,40074,16125,1846476,1998132,2001160,"36432.1370442708","1948589.45833333","14891.7812560906","88445.3805296606"
"1208",1.841,163.03918,"Unknown","[M+H]+","adduct linked to 5197_[2M+H]+; found in higher mz's MsMs_6557","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","781.4","Orbi_P_E2_WS03A","163.03915:8082814 164.0425:1114464 165.04586:53243","79.05505:6321 107.04963:25898 117.03388:76734 145.02858:303945",30554,30026,41534,26463,50095,39402,24663252,28496782,27964916,"36345.7373046875","27041650","8904.328395502","2076849.33138926"
"1209",2.235,163.03918,"Unknown","[M+Na]+","adduct linked to 5716_[2M+ACN+Na]+; adduct linked to 5022_[2M+K]+; found in higher mz's MsMs_6017","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","146.78","Orbi_P_E2_WS03A","163.0392:1657295 164.04255:204188 165.04591:128509","79.05482:4345 89.0391:17284 107.04977:12158 117.03379:42524 163.03917:471643",31366,53311,18692,33091,19242,50590,5212146,5284379,3857045,"34382.126953125","4784523.16666667","14880.5293984042","804031.23811397"
"1222",1.142,163.08684,"Unknown","[M+ACN+Na]+","adduct linked to 582_[M+CH3OH+H]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","10.38","Orbi_P_E2_WS03B","163.08684:123599 164.09019:10591 165.09355:10632","",0,1629,1687,0,0,0,611509,715142,686222,"552.701782226563","670957.479166667","856.441670480324","53476.0885324991"
"1233",2.81,163.14847,"Unknown","[M+H]+","","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.13","Orbi_P_E2_WS03B","163.14847:67413 164.15182:10997 165.15518:4712","",7292,4507,7246,8803,11044,23120,243788,231203,212344,"10335.3618164063","229111.723958333","6619.25875794778","15826.0906508647"
"1238",0.496,164.00859,"Unknown","[M+H]+","","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","36.41","Orbi_P_E2_WS03C","164.00859:129193 165.01194:0 166.0153:0","",0,0,0,1208,0,0,251291,256945,245259,"201.385762532552","251165.09375","493.292359666055","5844.08634558043"
"1240",2.941,164.07097,"Unknown","[M+Na]+","adduct linked to 5090_[2M+K]+","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.15","Orbi_P_E2_WS03A","164.07097:27857 165.07432:0 166.07768:11205","",1698,1165,1797,0,1114,2724,107454,78574,74524,"1416.32438151042","86850.84375","904.988712304882","17957.4281408054"
"1242",3.624,164.07118,"Unknown","[M+H]+","found in higher mz's MsMs_5479","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","5.82","Orbi_P_E2_WS03A","164.07118:34054 165.07453:0 166.07789:54145","",1546,2501,2339,871,4711,2156,115883,99763,92980,"2353.91298421224","102875.260416667","1301.57621880223","11764.4840600944"
"1284",1.38,166.08655,"Unknown","[M+H]+","adduct linked to 1783_[M+Na]+; adduct linked to 2121_[M+K]+; adduct linked to 2235_[M+2Na-H]+; adduct linked to 3204_[M+IsoProp+Na+H]+; adduct linked to 5367_[2M+H]+","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","988.27","Orbi_P_E2_WS03A","166.08656:19573490 167.08991:2347238 168.09327:107925","93.07072:12778 107.04954:80728 124.08718:16498",111141,75841,68742,42792,19629,31005,65026632,70518616,64237588,"58191.8121744792","66594278.6666667","33733.4847599048","3421398.1407941"
"1343",2.259,169.0764,"Unknown","[M+H]+","adduct linked to 6515_[2M+K]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","28.56","Orbi_P_E2_WS03A","169.0764:247792 170.07975:21878 171.08311:1295900","",13622,0,0,0,0,0,1058586,1128122,939653,"2270.37613932292","1042120.35416667","5561.26306553116","95307.2701194326"
"1344",1.465,169.09741,"Unknown","[M+CH3OH+H]+","adduct linked to 4832_[M+H-2H2O]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","6.51","Orbi_P_E2_WS03A","169.09741:46208 170.10076:21397 171.10412:39864","",1671,1611,2232,3048,1381,0,164310,146198,143221,"1657.05173746745","151243.338541667","1008.85739361237","11413.7481686519"
"1365",1.258,170.11792,"Unknown","[M+H]+","","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","3.28","Orbi_P_E2_WS03B","170.11792:13470 171.12127:0 172.12463:0","",1827,2388,1804,4872,1863,1369,51295,66106,43399,"2353.5254313151","53600.3854166667","1275.30944512199","11527.6576202784"
"1394",6.121,171.07988,"Unknown","[M+H]+","","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.52","Orbi_P_E2_WS03A","171.07988:27930 172.08323:39707 173.08659:23773","",0,0,0,0,0,0,86010,86681,73745,"0","82145.484375","0","7282.4613034447"
"1395",5.954,171.08057,"Unknown","[M+Li]+","adduct linked to 3176_[M+IsoProp+Na+H]+","0.111","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","7.89","Orbi_P_E2_WS03B","171.08057:49361 172.08392:0 173.08728:0","",0,0,0,0,0,0,85588,105990,88359,"0","93312.3229166667","0","11066.0291060986"
"1474",5.415,173.11768,"Unknown","[M+DMSO+H]+","adduct linked to 270_[M+Na]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","8.05","Orbi_P_E2_WS03B","173.11768:95175 174.12103:28525 175.12439:0","",9839,23383,9279,8920,11301,21678,297864,303479,290636,"14066.7532552083","297326.166666667","6628.22814961296","6438.61750876333"
"1475",4.682,173.11772,"Unknown","[M+H-2H2O]+","adduct linked to 3313_[M+2Na-H]+; similar chromatogram in higher mz_8109","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","6.59","Orbi_P_E2_WS03B","173.11772:67596 174.12107:37060 175.12443:14564","",32667,13365,13485,10969,16065,21641,286055,303571,284876,"18032.2744140625","291500.354166667","8042.72791311269","10470.0160561085"
"1476",5.036,173.11772,"Unknown","[M+H]+","","0.333","True","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","19.73","Orbi_P_E2_WS03C","173.11765:203422 174.121:62736 175.12436:7014","61.57554:3261 90.87524:2312 148.70172:2127",21622,12781,15261,14738,14300,9077,697647,823847,714808,"14629.634765625","745434.166666667","4090.74702679627","68447.4067357768"
"1480",3.976,173.15395,"Unknown","[M+H]+","","0.222","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","2.32","Orbi_P_E2_WS03C","173.15395:23224 174.1573:9207 175.16066:18840","",0,0,0,0,990,0,53769,55302,54561,"165.027526855469","54543.8346354167","404.233234309346","766.747459298787"
"1504",2.908,175.0871,"Unknown","[M+H]+","adduct linked to 1958_[M+Na]+; adduct linked to 2313_[M+K]+; adduct linked to 6311_[2M+NH4]+; adduct linked to 6433_[2M+Na]+; adduct linked to 6767_[2M+K]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","17.21","Orbi_P_E2_WS03A","175.0871:119234 176.09045:19749 177.09381:12254","",0,0,2966,0,2029,0,313361,317207,293416,"832.577331542969","307994.84375","1323.40159347272","12770.8541057683"
"1515",2.489,175.14854,"Unknown","[M+H]+","adduct linked to 6438_[2M+Na]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","4.78","Orbi_P_E2_WS03A","175.14854:34334 176.15189:8539 177.15525:0","",1653,1760,3569,4128,3330,5781,139670,141632,140943,"3370.25272623698","140748.239583333","1547.50743533443","995.370178903372"
"1523",1.338,176.03226,"Unknown","[M+Na]+","adduct linked to 1021_[M+H]+; adduct linked to 6020_[M+NH4]+","0.333","False","null","null","null","null","null","null","999","False","False","False","","False","False","null","null","null","null","null","null","null","8.94","Orbi_P_E2_WS03B","176.03226:50459 177.03561:0 178.03897:4815","",1497,1987,1493,0,0,1486,171732,178395,170774,"1077.28723144531","173633.885416667","856.214627145948","4151.29635803442"
