Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45
61,3.497,105.07035,Unknown,[M+Na]+,found in higher mz's MsMs_1581; adduct linked to 2688_[2M+ACN+Na]+; adduct linked to 1173_[M+DMSO+H]+; similar chromatogram in higher mz_11286,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,5.82,Orbi_P_E2_WS03A,105.07035:85359 106.0737:36024 107.07706:184723,,45829,34223,51962,36691,68741,53247,311425,390937,355648,48448.7389322917,352670.114583333,12606.4106495557,39839.2791612036
62,1.383,105.07038,Unknown,[M+ACN+H]+,adduct linked to 932_[2M+Na]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,4.39,Orbi_P_E2_WS03C,105.07038:56211 106.07373:15343 107.07709:31353,,45777,58290,44751,40246,74473,37291,274463,279803,268116,50138.1438802083,274127.34375,13925.5611250431,5850.42299085075
63,6.624,105.07039,Unknown,[M+H-H2O]+,adduct linked to 2162_[M+IsoProp+Na+H]+; adduct linked to 4190_[2M+ACN+H]+,0.556,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,2.06,Orbi_P_E2_EXBLANKA,105.07039:69427 106.07374:0 107.0771:70192,,396444,256623,290409,176218,174585,236522,146056,183315,199422,255133.567708333,176264.416666667,82797.4733374461,27372.9263627624
64,1.712,105.07053,Unknown,[M+H-H2O]+,adduct linked to 4111_[2M+K]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,11.57,Orbi_P_E2_WS03B,105.07053:129031 106.07388:17037 107.07724:27873,,75110,40121,75510,19740,36994,43122,680496,593097,679432,48433.07421875,651008.104166667,22343.828519673,50155.6871268001
65,2.799,105.07056,Unknown,[M+H]+,adduct linked to 1793_[M+IsoProp+Na+H]+; adduct linked to 3791_[2M+ACN+Na]+; similar chromatogram in higher mz_6184,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,9.86,Orbi_P_E2_EXBLANKA,105.07056:127759 106.07391:0 107.07727:1198579,,399649,159859,141345,65156,75092,57716,339689,293464,295634,149802.654947917,309595.666666667,129477.873756275,26084.2049032719
66,7.473,105.07056,Unknown,[M+CH3OH+H]+,adduct linked to 601_[M+IsoProp+H]+; found in higher mz's MsMs_601; found in higher mz's MsMs_5756,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,24.64,Orbi_P_E2_EXBLANKA,105.07056:335277 106.07391:38763 107.07727:242699,,1116152,70627,53660,55494,130346,43087,118712,50980,72735,244894.283203125,80808.84375,427960.094268908,34580.3179160256
67,7.534,105.07058,Unknown,[M+CH3OH+H]+,adduct linked to 1045_[M+2ACN+H]+; found in higher mz's MsMs_1350; adduct linked to 598_[M+IsoProp+H]+; adduct linked to 849_[2M+H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,19.03,Orbi_P_E2_EXBLANKA,105.07058:257370 106.07393:36678 107.07729:250195,,888462,221600,104466,157879,187044,169005,167758,266284,69851,288075.989583333,167964.106770833,296624.664192505,98216.5724227587
68,3.675,105.0706,Unknown,[M+CH3OH+H]+,adduct linked to 607_[M+IsoProp+H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,4.02,Orbi_P_E2_EXBLANKA,105.0706:58250 106.07395:5364 107.07731:53675,,285477,52374,57346,41382,64702,68867,133304,103323,63339,95024.5390625,99988.859375,93799.8534000927,35101.2145676744
69,9.03,105.07066,Unknown,[M+H]+,similar chromatogram in higher mz_11337,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,7.78,Orbi_P_E2_EXBLANKA,105.07066:76218 106.07401:7432 107.07737:34830,,389237,256531,246323,289091,304291,253502,336723,349038,305042,289828.861979167,330267.333333333,53689.4898181246,22697.3395249331
70,11.707,105.11086,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,5.11,Orbi_P_E2_WS03B,105.11086:10857 106.11421:0 107.11757:0,,5721,2945,98256,5927,4665,10849,5880,21362,109190,21394.0702311198,45477.3344726563,37746.769205353,55717.3431090785
71,11.674,105.95435,Unknown,[M+H]+,adduct linked to 882_[M+H]+,0.667,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,41.38,Orbi_P_E2_Wasteblank4,105.95435:294937 106.9577:145390 107.96106:1143736,,869629,558032,815703,530208,478407,302641,475599,653413,539927,592436.671875,556313.1875,213880.239736849,90032.3747318673
72,11.82,105.95441,Unknown,[M+H]+,,1,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,92.11,Orbi_P_E2_EXBLANKA,105.95444:461389 106.95779:8683 107.96115:14257,60.04544:4269 61.12089:3822,5505052,4666680,4306906,4723617,5554378,4628704,5203722,4258212,4142270,4897556.25,4534734.91666667,510915.513931095,582253.355773946
73,0.418,105.96371,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,8.4,Orbi_P_E2_WS03B,105.96371:21817 106.96706:38774 107.97042:106976,,26389,18597,14597,19468,16348,22663,75280,81058,71403,19676.9907226563,75913.7786458333,4291.07553725891,4858.43033818254
74,0.525,106.05039,Unknown,[M+H]+,adduct linked to 1341_[M+ACN+Na]+; adduct linked to 3193_[2M+K]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,471.05,Orbi_P_E2_WS03A,106.05039:1988083 107.05374:67001 108.0571:0,,49077,106721,103659,111562,125164,84290,6702294,6270834,5936587,96745.3444010417,6303238.16666667,26839.9443331696,383880.644574044
75,0.484,106.08697,Unknown,[M+H]+,adduct linked to 480_[M+Na]+,0.444,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,68.01,Orbi_P_E2_EXBLANKB,106.08697:631124 107.09032:37462 108.09368:13342,58.06623:5687 60.04541:3908 70.06611:113661 106.0797:2372,1106599,1906487,635310,162644,130886,182408,101525,72960,116216,687388.997395833,96900.34375,707772.329727316,21996.1535879636
76,5.962,106.50742,Unknown,[M+2Na-H]+,adduct linked to 1267_[2M+ACN+H]+; similar chromatogram in higher mz_108; similar chromatogram in higher mz_365,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,236.43,Orbi_P_E2_WS03B,106.50742:226630 107.51077:0 108.51413:0,,0,0,0,0,0,0,353500,480476,363289,0,399088.229166667,0,70653.4879713791
77,5.962,106.61903,Unknown,[M-C6H8O6+H]+,adduct linked to 10048_[2M+3H2O+2H]+; similar chromatogram in higher mz_11365,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,118.01,Orbi_P_E2_WS03B,106.61903:115236 107.62238:0 108.62574:0,,0,0,0,3511,0,0,219046,249640,203189,585.164021809896,223958.072916667,1433.35326926909,23611.7816189044
78,5.957,106.73013,Unknown,[M+2K-H]+,adduct linked to 128_[M+DMSO+H]+,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,33.27,Orbi_P_E2_WS03A,106.73013:29129 107.73348:0 108.73684:0,,0,0,0,0,0,0,57136,43496,35569,0,45400.3333333333,0,10908.8083931711
79,3.606,106.94402,Unknown,[M+H]+,similar chromatogram in higher mz_11287; similar chromatogram in higher mz_109; similar chromatogram in higher mz_11353; similar chromatogram in higher mz_104,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,8.61,Orbi_P_E2_WS03B,106.94402:76524 107.94737:0 108.95073:0,,11712,10586,16834,8576,24868,32832,206121,212366,194032,17567.9851888021,204172.609375,9494.30615226132,9321.03190753519
80,0.471,106.95084,Unknown,[M+H]+,found in higher mz's MsMs_3454; found in higher mz's MsMs_6926; found in higher mz's MsMs_8084; found in higher mz's MsMs_1498; found in higher mz's MsMs_8351; found in higher mz's MsMs_4830; adduct linked to 3881_[2M+ACN+Na]+; adduct linked to 3309_[M+H]+; found in higher mz's MsMs_2655,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,73,Orbi_P_E2_WS03A,106.95084:1619651 107.95419:65205 108.95755:166554,,190001,167623,211918,144648,182372,174103,3985497,3869609,3249899,178444.033854167,3701668.08333333,22572.6220749716,395511.25779342
81,11.642,106.95101,Unknown,[M+H]+,adduct linked to 1296_[M+IsoProp+H]+; found in higher mz's MsMs_776; adduct linked to 1715_[M+DMSO+H]+; adduct linked to 2834_[2M+Na]+,0.889,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,78.65,Orbi_P_E2_WS03A,106.95101:238389 107.95436:0 108.95772:0,,264182,370440,362205,261416,319407,295175,394705,373719,299151,312137.575520833,355858.270833333,47157.1157676514,50218.3901836668
82,12.218,106.9671,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,16.44,Orbi_P_E2_EXBLANKC,106.9671:97053 107.97045:22874 108.97381:5290,,353465,133256,733619,391443,243375,899776,429939,357443,345858,459155.625,377746.614583333,295974.336662307,45569.1841301491
83,0.801,106.96714,Unknown,[M+H]+,found in higher mz's MsMs_774; adduct linked to 1818_[M+IsoProp+Na+H]+,0.444,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,6.58,Orbi_P_E2_EXBLANKB,106.96714:42457 107.97049:16550 108.97385:0,,232185,222123,222112,222247,217549,193861,149693,187483,160043,218346.419270833,165739.875,12925.3476860476,19528.4285876583
84,1.38,107.04965,Unknown,[M+NH4]+,adduct linked to 554_[M+ACN+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,16.34,Orbi_P_E2_WS03B,107.04965:144161 108.053:15353 109.05636:25517,,11903,10743,15745,17203,10143,7252,609760,634611,582474,12164.7444661458,608948.395833333,3701.82789971109,26077.874263499
85,1.839,107.04977,Unknown,[M+H]+,adduct linked to 2731_[2M+NH4]+; found in higher mz's MsMs_6407; found in higher mz's MsMs_5978; adduct linked to 3677_[2M+3H2O+2H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,3.6,Orbi_P_E2_WS03B,107.04977:32444 108.05312:0 109.05648:34492,,9852,12050,10255,6357,6076,8550,111678,133064,120306,8856.78401692708,121682.705729167,2333.12604898332,10758.9234832341
86,3.604,107.05556,Unknown,[M+H]+,adduct linked to 1808_[M+2ACN+H]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,5.36,Orbi_P_E2_WS03B,107.05556:42749 108.05891:7258 109.06227:35734,,35085,22999,14511,22417,14803,11892,132291,137987,140931,20284.4028320313,137069.953125,8541.44277363648,4392.56800765842
87,5.264,107.058,Unknown,[M-C6H10O5+H]+,adduct linked to 9596_[2M+ACN+H]+; similar chromatogram in higher mz_287; similar chromatogram in higher mz_10192,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,36.24,Orbi_P_E2_WS03B,107.058:297801 108.06135:0 109.06471:0,,21900,20308,15088,24571,12324,17243,662525,778255,599015,18572.3055013021,679931.625,4539.30694969201,90878.9131129
88,5.962,107.05805,Unknown,[M+H-H2O]+,found in higher mz's MsMs_8479; found in higher mz's MsMs_7942; found in higher mz's MsMs_11283; adduct linked to 561_[M+Li]+,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,48.26,Orbi_P_E2_WS03B,107.05805:395973 108.0614:0 109.06476:0,,76336,42624,14266,45911,24516,21849,764221,937110,775273,37583.7719726563,825534.5,22621.100347143,96784.8672663735
89,11.645,107.06098,Unknown,[M+H]+,adduct linked to 399_[M+NH4]+; found in higher mz's MsMs_1269; adduct linked to 211_[M+Li]+; adduct linked to 963_[M+2Na-H]+; adduct linked to 1810_[M+2ACN+H]+; adduct linked to 1824_[M+IsoProp+Na+H]+; adduct linked to 2322_[2M+H]+; adduct linked to 2730_[2M+NH4]+; adduct linked to 3334_[2M+ACN+H]+; found in higher mz's MsMs_2730,1,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,152.16,Orbi_P_E2_EXBLANKC,107.06098:1225306 108.06433:0 109.06769:1144949,,2404780,2413385,2746793,2331501,2352750,2337731,2758930,2319182,2588329,2431156.54166667,2555480.16666667,158395.164049555,221706.45080282
90,0.593,107.07066,Unknown,[M+H]+,adduct linked to 1664_[M+2K-H]+,0.444,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,3.61,Orbi_P_E2_WS03C,107.07066:49848 108.07401:49647 109.07737:40302,,82706,72579,56394,51031,59482,54703,58648,77188,104080,62815.90625,79971.6796875,12231.2276495191,22843.7217763337
91,9.376,107.07101,Unknown,[M+H]+,,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,4.77,Orbi_P_E2_EXBLANKC,107.07101:44977 108.07436:22049 109.07772:36441,,168370,127258,314907,164533,132582,185497,71066,97997,88789,182191.147135417,85950.5338541667,68711.0882596801,13687.7540247643
92,4.397,107.08589,Unknown,[M+H]+,adduct linked to 3891_[2M+ACN+Na]+; found in higher mz's MsMs_9507,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,4.13,Orbi_P_E2_WS03B,107.08589:61335 108.08924:0 109.0926:66870,,278710,66177,189645,144873,118710,63926,151151,329798,286066,143673.583984375,255671.833333333,81655.5186466617,93120.9789997895
93,3.521,107.08608,Unknown,[M+NH4]+,found in higher mz's MsMs_1969; adduct linked to 1581_[2M+H]+; found in higher mz's MsMs_647; found in higher mz's MsMs_2280,0.556,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,11.47,Orbi_P_E2_WS03A,107.08608:166575 108.08943:8053 109.09279:67989,,61302,62874,148336,127859,96701,153110,581192,582593,578988,108363.8359375,580924.458333333,40988.4708734686,1817.24092175703
94,7.546,107.08614,Unknown,[M+H]+,found in higher mz's MsMs_4456; found in higher mz's MsMs_4035; found in higher mz's MsMs_4926; found in higher mz's MsMs_1045; found in higher mz's MsMs_3567; adduct linked to 722_[M+CH3OH+H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,21.99,Orbi_P_E2_EXBLANKA,107.08614:252508 108.08949:0 109.09285:6233282,,835783,111241,181337,44026,41055,48689,66232,60061,78371,210355.060546875,68221.3841145833,311220.269236484,9315.51316755197
95,2.584,107.08614,Unknown,[M+Na]+,adduct linked to 2184_[2M+K]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,2.96,Orbi_P_E2_WS03B,107.08614:43664 108.08949:24059 109.09285:31281,,161399,54658,51070,52928,32478,92829,202556,307965,222744,74226.94921875,244421.630208333,47033.5979271955,55948.0845660767
96,6.649,107.08615,Unknown,[M+NH4]+,found in higher mz's MsMs_7578; adduct linked to 1447_[M+2ACN+H]+; found in higher mz's MsMs_3650; found in higher mz's MsMs_7794; found in higher mz's MsMs_8054,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,5.04,Orbi_P_E2_EXBLANKA,107.08615:84497 108.0895:16639 109.09286:447650,,353456,170621,206524,30013,84954,51881,214815,173385,139219,149574.682617188,175806.489583333,121052.891347031,37856.3118465259
97,7.473,107.08617,Unknown,[M+NH4]+,found in higher mz's MsMs_1753; adduct linked to 2482_[2M+ACN+H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,22.41,Orbi_P_E2_EXBLANKA,107.08617:230284 108.08952:0 109.09288:760550,,787368,59344,52583,36117,42576,34689,68139,61692,56507,168779.531901042,62112.8645833333,303195.142313431,5827.36489276932
98,2.807,107.08624,Unknown,[M+H]+,found in higher mz's MsMs_1368; adduct linked to 414_[M+NH4]+; found in higher mz's MsMs_1007; adduct linked to 3259_[2M+K]+; found in higher mz's MsMs_994,0.556,True,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,31.31,Orbi_P_E2_EXBLANKA,107.08624:974824 108.08959:113551 109.09295:348919,60.94858:3722 79.05513:68608,2835405,573286,549978,220186,129839,96884,229609,234349,221755,734262.9609375,228571.020833333,1049812.15413521,6360.57682985433
99,8.563,107.08624,Unknown,[M+H]+,found in higher mz's MsMs_637; found in higher mz's MsMs_1008; found in higher mz's MsMs_4340; adduct linked to 517_[M+Na]+,0.222,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,13.52,Orbi_P_E2_EXBLANKA,107.08624:164667 108.08959:55058 109.09295:381923,,536884,171020,296509,63032,33887,36769,102140,71397,81881,189683.679036458,85139.0364583333,197992.160851015,15628.5642826371
100,8.711,107.08627,Unknown,[M+H]+,,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,6.7,Orbi_P_E2_EXBLANKA,107.08627:74391 108.08962:17508 109.09298:509857,,333383,125813,168439,27280,23930,51029,84390,108978,38696,121645.636067708,77354.9544270833,118726.366014061,35665.2055554312
101,2.313,107.0863,Unknown,[M+H-H2O]+,found in higher mz's MsMs_1158; adduct linked to 787_[M+NH4]+; adduct linked to 437_[M+H]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,8.96,Orbi_P_E2_EXBLANKA,107.0863:97315 108.08965:16067 109.09301:36536,,341369,130267,117864,47034,27070,74292,111383,124011,104269,122982.6796875,113220.9140625,114114.054653526,9998.84274290413
102,2.412,107.0863,Unknown,[M+CH3OH+H]+,found in higher mz's MsMs_2387; adduct linked to 1012_[M+DMSO+H]+; adduct linked to 2294_[2M+ACN+Na]+,0.111,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,2.39,Orbi_P_E2_EXBLANKA,107.0863:40501 108.08965:11545 109.09301:41814,,142629,57486,74938,43824,49316,34528,94213,127453,58657,67119.970703125,93441.1041666667,39439.6077432456,34404.8554594808
103,3.829,107.08633,Unknown,[M+H]+,,0.333,False,null,null,null,null,null,null,999,False,False,False,,False,False,null,null,null,null,null,null,null,8.64,Orbi_P_E2_EXBLANKA,107.08633:161065 108.08968:41161 109.09304:89363,,692705,385948,259996,186796,202274,275097,327938,317849,351151,333802.666666667,332312.53125,189385.641975691,17076.4972516539
