cluster,cluster.size,strength,id,source,Alignment.ID,Average.Rt.min.,Average.Mz,Adduct.type,Post.curation.result,Fill..,S.N.average,Spectrum.reference.file.name,MS1.isotopic.spectrum,MS.MS.spectrum,Metabolite.name,Blank.1,Blank.2,Blank.3,Blank.4,Blank.5,Blank.6,QC.1,QC.2,QC.3,avg_Blank,avg_QC,sd_Blank,sd_QC,ratio_Blank,rsd_QC,rsd_min,rmd,identified_by_MSDial
44,1,0,pos_10937,pos,10937,2.17,788.2265,[M+NH4]+,adduct linked to 10873_[M+H]+,0.333,8239.27,Orbi_P_E2_WS03A,788.2265:429509 789.22985:223025 790.23321:64566,71.04984:11732 131.23523:3750 273.03958:46905,Unknown,0,0,0,0,0,0,1.063594e-4,1.004834e-4,1.02065e-4,0,1.0296927212039e-4,0,3.04057754613149e-6,0,2.952897969965735,2.952897969965735,287.35395219519677,FALSE
45,1,0,pos_10947,pos,10947,5.206,789.40485,[M+Na]+,adduct linked to 10862_[M+H]+,0.333,179.78,Orbi_P_E2_WS03A,789.40558:334366 790.40893:174736 791.41229:40999,433.31903:3902 789.2525:5962,Unknown,0,0,0,0,0,0,8.279896e-5,9.211581e-5,9.091244e-5,0,8.86090735245186e-5,0,5.06754893838487e-6,0,5.718995512330521,5.718995512330521,512.8547158026839,FALSE
46,1,0,pos_10972,pos,10972,2.168,795.19714,[M+H]+,NA,0.333,11296.59,Orbi_P_E2_WS03A,795.19708:1566284 796.20043:727406 797.20379:241308,273.26428:4346 325.03186:26952 597.14178:4200,Unknown,0,0,0,0,0,0,3.878588e-4,4.136759e-4,4.113233e-4,0,4.04286023695022e-4,0,1.42749146914981e-5,0,3.530894924595898,3.530894924595898,247.91336648920833,FALSE
47,2,1.5099182756733292e-4,pos_5717,pos,5717,4.14,344.14981,[M+H-2H2O]+,adduct linked to 10983_[2M+ACN+H]+,0.333,39.34,Orbi_P_E2_WS03A,344.15002:300592 345.15337:64725 346.15673:8715,89.06046:6049 145.02867:23713,Unknown,0,0,0,0,0,0,7.443569e-5,7.525837e-5,6.758543e-5,0,7.24264973541722e-5,0,4.21261610154457e-6,0,5.816401807952263,5.816401807952263,435.3046134182152,FALSE
47,2,1.5099182756733292e-4,pos_10983,pos,10983,4.142,800.44513,[2M+ACN+H]+,adduct linked to 5717_[M+H-2H2O]+,0.333,52011.18,Orbi_P_E2_WS03A,800.44531:3805836 801.44866:1893756 802.45202:559932,59.72528:10442 85.02919:74762 95.04978:137489 97.02892:17199 125.05998:6320 139.07533:6187 153.09109:12962 177.12773:10798 195.11707:11382 209.13255:17625 237.16373:11346 249.16307:9357 263.18011:6878 279.21146:8565 359.27176:20614 405.27908:133667,Unknown,0,0,0,0,0,0,9.424391e-4,0.001061019,0.001012297,0,0.00100525181430082,0,5.96032048647825e-5,0,5.929181526147072,5.929181526147072,556.1030772964402,FALSE
48,1,0,pos_10984,pos,10984,3.953,800.44525,[2M+3H2O+2H]+,adduct linked to 6470_[M+H]+,0.333,5790,Orbi_P_E2_WS03A,800.44531:428314 801.44866:240053 802.45202:74687,211.14847:4326,Unknown,0,0,0,0,0,0,1.060635e-4,1.145204e-4,1.125947e-4,0,1.11059518530965e-4,0,4.43252165650128e-6,0,3.9911227017119018,3.9911227017119018,556.2529104894899,FALSE
49,1,0,pos_11004,pos,11004,3.953,805.39978,[M+H-H2O]+,adduct linked to 11181_[M+ACN+Na]+,0.333,78.49,Orbi_P_E2_WS03C,805.39978:208424 806.40313:105068 807.40649:34892,268.95654:3978,Unknown,0,0,0,0,0,0,4.876867e-5,4.740856e-5,5.330433e-5,0,4.98271886802589e-5,0,3.08712925690977e-6,0,6.195672159470766,6.195672159470766,496.3746078996499,FALSE
50,1,0,pos_11005,pos,11005,4.14,805.40002,[M+Na]+,adduct linked to 10921_[M+H]+,0.333,5794.78,Orbi_P_E2_WS03A,805.40002:815377 806.40337:425246 807.40673:133784,66.01268:3626 649.57489:5582,Unknown,0,0,0,0,0,0,2.019119e-4,2.128745e-4,2.025324e-4,0,2.05772904640374e-4,0,6.15795357450739e-6,0,2.9925969044707545,2.9925969044707545,496.67244855548984,FALSE
51,2,0.00747409546458298,pos_11051,pos,11051,3.788,821.37506,[M+K]+,adduct linked to 11006_[M+Na]+,0.333,3343.51,Orbi_P_E2_WS03A,821.37506:486980 822.37841:253832 823.38177:102909,141.45566:3800 204.06367:4080 584.61145:4713,Unknown,0,0,0,0,0,0,1.205909e-4,1.165809e-4,1.202918e-4,0,1.19154542820373e-4,0,2.23385896532089e-6,0,1.874757699073598,1.874757699073598,456.62452911580033,FALSE
51,2,0.00747409546458298,pos_11006,pos,11006,3.788,805.40027,[M+Na]+,adduct linked to 11051_[M+K]+,0.333,12752.16,Orbi_P_E2_WS03A,805.40027:1907793 806.40362:1106394 807.40698:299197,356.15689:4146,Unknown,0,0,0,0,0,0,4.724268e-4,4.683544e-4,4.456893e-4,0,4.62156836874783e-4,0,1.44059264581046e-5,0,3.1171077237590987,3.1171077237590987,496.9826990497255,FALSE
52,2,0,pos_11029,pos,11029,4.484,816.43988,[2M+ACN+H]+,adduct linked to 6830_[M+3H]+,0.333,8816.97,Orbi_P_E2_WS03A,816.44012:413927 817.44347:199315 818.44683:62123,85.02907:5335 95.08624:6478 155.08598:6879 195.11671:5495 239.14189:7226 307.20627:7117 393.27963:14905 403.26306:26679,Unknown,0,0,0,0,0,0,1.025008e-4,1.191867e-4,1.088231e-4,0,1.10170170955826e-4,0,8.42412643762167e-6,0,7.6464676096394735,7.6464676096394735,538.7781890321386,FALSE
52,2,0,pos_8850,pos,8850,4.494,511.26791,[M+Li]+,adduct linked to 5313_[M-C6H8O6+H]+; similar chromatogram in higher mz_8946,0.333,29.1,Orbi_P_E2_WS03A,511.26782:496851 512.27117:195052 513.27453:32638,208.9296:2711 511.18692:5005,Unknown,0,0,0,0,0,0,1.230352e-4,1.42695e-4,1.314815e-4,0,1.32403889438137e-4,0,9.86230140687061e-6,0,7.448649317419461,7.448649317419461,524.0109828132419,FALSE
53,1,0,pos_11045,pos,11045,3.824,821.31934,[M+H]+,adduct linked to 11100_[M+Na]+,0.333,101.55,Orbi_P_E2_WS03A,821.31934:144744 822.32269:84566 823.32605:21769,141.45566:3800 204.06367:4080 584.61145:4713,Unknown,0,0,0,0,0,0,3.584304e-5,3.429015e-5,3.19377e-5,0,3.40236304812909e-5,0,1.96626843465789e-6,0,5.779125880582062,5.779125880582062,388.81344252773965,FALSE
54,1,0,pos_11047,pos,11047,3.669,821.32471,[M+Na]+,adduct linked to 11031_[M+NH4]+,0.333,166.78,Orbi_P_E2_WS03B,821.32495:24201 822.3283:7744 823.33166:6793,87.14024:3802 285.12354:10913,Unknown,0,0,0,0,0,0,5.776432e-6,5.970608e-6,6.912672e-6,0,6.2199042076827e-6,0,6.07759581875475e-7,0,9.77120485432529,9.77120485432529,395.34911837728816,FALSE
55,1,0,pos_1110,pos,1110,1.966,158.08156,[M+H]+,adduct linked to 4945_[2M+H]+,0.333,36.18,Orbi_P_E2_WS03A,158.08156:202292 159.08491:22716 160.08827:13592,95.04974:7585 141.0006:7710,Unknown,2.001739e-6,4.674545e-6,3.264855e-6,5.588813e-6,4.379795e-6,4.908803e-6,5.009355e-5,4.849758e-5,4.38856e-5,4.13642495307916e-6,4.74922429323973e-5,1.2939334333327e-6,3.22376491350145e-6,0.04355022978043643,6.787982024959969,6.787982024959969,515.9362040708359,FALSE
56,1,0,pos_11120,pos,11120,2.899,855.33167,[M+H]+,adduct linked to 11153_[M+NH4]+,0.333,3421.37,Orbi_P_E2_WS03A,855.3316:265750 856.33495:154501 857.33831:43861,162.53886:4306 204.06557:46363 301.11874:142566,Unknown,0,0,0,0,0,0,6.580776e-5,6.643427e-5,6.245103e-5,0,6.48976856609806e-5,0,2.14189755764918e-6,0,3.3004220964646587,3.3004220964646587,387.7677065319363,FALSE
57,8,0.00532246192174848,pos_8812,pos,8812,5.962,509.2309,[M+K]+,adduct linked to 11288_[2M+Na]+; adduct linked to 9085_[M+IsoProp+H]+; adduct linked to 11264_[2M+H]+; adduct linked to 11283_[2M+NH4]+; adduct linked to 11317_[2M+K]+,0.333,250.2,Orbi_P_E2_WS03A,509.23099:3453338 510.23434:1194934 511.2377:418971,216.74101:2935,Unknown,0,0,0,0,0,0,8.551501e-4,9.759e-4,9.493933e-4,0,9.26814449485391e-4,0,6.34624682090848e-5,0,6.847375787496839,6.847375787496839,453.4288865817444,FALSE
57,8,0.00124568257743049,pos_11288,pos,11288,5.962,963.52441,[2M+Na]+,adduct linked to 8812_[M+K]+,0.333,73309.45,Orbi_P_E2_WS03A,963.5246:4747761 964.52795:3807737 965.53131:1392706,475.24811:18534 493.25659:7816302,Unknown,0,0,0,0,0,0,0.001175688,0.001472968,0.001243503,0,0.00129738613031805,0,1.55792650054532e-4,0,12.008194508472195,12.008194508472195,544.2622880721714,FALSE
58,1,0,pos_11287,pos,11287,3.606,962.4978,[M+H]+,NA,0.333,7844.79,Orbi_P_E2_WS03A,962.49805:1076338 963.5014:669533 964.50476:203598,85.02912:19785 135.117:8786 149.13232:7056 195.11636:6728 199.14806:15131 241.19485:5814 253.19554:74586 279.21179:9656 387.26877:21180,Unknown,0,0,0,0,0,0,2.665335e-4,2.703579e-4,2.592464e-4,0,2.653792713924e-4,0,5.64495232262947e-6,0,2.1271263173688597,2.1271263173688597,517.1959873570452,FALSE
59,1,0,pos_11296,pos,11296,3.606,967.45288,[M+H]+,NA,0.333,2853.06,Orbi_P_E2_WS03A,967.45264:369166 968.45599:217238 969.45935:68197,505.58859:5114,Unknown,0,0,0,0,0,0,9.141646e-5,9.80434e-5,9.321342e-5,0,9.42244272058209e-5,0,3.42719522600819e-6,0,3.637268304663643,3.637268304663643,468.1158218269505,FALSE
60,6,0.01743416351875669,pos_8477,pos,8477,5.264,488.30118,[M+NH4]+,adduct linked to 8227_[M+H]+,0.333,1168.43,Orbi_P_E2_WS03A,488.30133:15981107 489.30468:6505014 490.30804:1218752,59.61136:4970 73.65385:2820 158.72922:2990 263.14252:4671,Unknown,0,0,0,0,0,0,0.003957401,0.004279538,0.003805001,0,0.00401398004032671,0,2.42275122905494e-4,0,6.035782950374972,6.035782950374972,616.791464644808,FALSE
60,6,0.04046041722277496,pos_8227,pos,8227,5.264,471.27475,[M+H]+,adduct linked to 8477_[M+NH4]+; adduct linked to 8810_[M+K]+; adduct linked to 9084_[M+IsoProp+H]+; adduct linked to 9350_[M+IsoProp+Na+H]+; adduct linked to 11263_[2M+H]+; adduct linked to 11282_[2M+NH4]+; adduct linked to 11316_[2M+K]+,0.333,4314.59,Orbi_P_E2_WS03A,471.2749:33218038 472.27825:12408922 473.28161:2224125,65.0395:97300 81.07067:38438 95.04978:795252 95.08593:36674 123.11728:30736 143.08591:31114 173.13266:49258 241.12285:31570 253.15869:72983 267.13837:24377,Unknown,0,0,0,0,0,0,0.008225782,0.008856486,0.00795908,0,0.00834711578985055,0,4.60842357766537e-4,0,5.520977177852089,5.520977177852089,582.9932539351688,FALSE
61,3,0.00747409546458298,pos_9007,pos,9007,4.178,525.22601,[M+K]+,adduct linked to 8817_[M+Na]+,0.333,287.11,Orbi_P_E2_WS03A,525.22614:1590671 526.22949:573713 527.23285:221648,56.55658:3011 61.58039:5005 207.90024:3100 222.03697:2639 246.02988:2840 480.7641:2990 525.23877:4333,Unknown,0,0,0,0,0,0,3.938979e-4,4.170699e-4,3.866873e-4,0,3.99218367723127e-4,0,1.5874704047437e-5,0,3.9764463088148054,3.9764463088148054,430.3099916928597,FALSE
61,3,0.00943159665768804,pos_8817,pos,8817,4.178,509.25214,[M+Na]+,adduct linked to 9007_[M+K]+; adduct linked to 11336_[2M+Na]+; adduct linked to 11346_[2M+K]+,0.333,261.61,Orbi_P_E2_WS03A,509.25226:3807982 510.25561:1392582 511.25897:268890,56.58385:26201 451.43216:3371,Unknown,0,0,0,0,0,0,9.429706e-4,0.001030709,9.12755e-4,0,9.62144831040253e-4,0,6.1270041172425e-5,0,6.368068423355866,6.368068423355866,495.11819429958047,FALSE
62,2,2.965910898644039e-5,pos_11398,pos,11398,4.86,1154.50452,[M+H-H2O]+,adduct linked to 9670_[M+H]2+,0.333,1083.72,Orbi_P_E2_WS03A,1154.50464:1183150 1155.50799:923863 1156.51135:429442,107.08604:8581 221.13284:13600 235.14841:339364 263.14328:506082 271.14825:16443 343.10019:24041 379.12241:31108 389.24719:46200 399.23221:273701 453.26376:25023,Unknown,0,0,0,0,0,0,2.929834e-4,3.382224e-4,3.149825e-4,0,3.15396095781277e-4,0,2.2622303831728e-5,0,7.172664511172727,7.172664511172727,437.00132070505606,FALSE
62,2,2.965910898644039e-5,pos_9670,pos,9670,4.86,586.26965,[M+H]2+,adduct linked to 11398_[M+H-H2O]+,0.333,809,Orbi_P_E2_WS03A,586.26971:29085916 587.27306:10069079 588.27642:3294807,95.08612:22634 125.05959:25530 195.11723:20893 235.14864:455920 249.12849:29171 271.14856:42652 281.15378:720793 379.12219:40628,Unknown,0,0,0,0,0,0,0.007202545,0.008080423,0.007748904,0,0.00767729058861732,0,4.43298879201886e-4,0,5.774157876206222,5.774157876206222,459.94193968586984,FALSE
63,10,9.167360959445212e-4,pos_2660,pos,2660,1.821,227.07936,[2M+H]+,adduct linked to 865_[M+CH3OH+H]+,0.333,205.67,Orbi_P_E2_WS03A,227.0793:3457160 228.08265:495322 229.08601:37977,79.80745:2447 90.97737:9804 163.97752:2567 182.05786:19232,Unknown,1.686377e-6,6.728354e-7,2.718431e-6,7.978166e-7,8.234163e-7,1.043908e-6,8.560965e-4,9.209154e-4,9.115691e-4,1.29046400350793e-6,8.96193669177592e-4,7.87264420899801e-7,3.50381946087454e-5,8.65249774720292e-4,3.90966772181049,3.90966772181049,349.4813443194851,FALSE
63,10,0.01381575222241096,pos_2142,pos,2142,1.823,205.09741,[M+H]+,adduct linked to 3052_[M+K]+,0.333,3346.61,Orbi_P_E2_WS03A,205.09746:22567206 206.10081:3321569 207.10417:232673,74.02453:14845 118.06544:47728 144.08102:236139 146.06024:1440028 188.07083:2971181,Unknown,1.823399e-6,3.213606e-6,4.372164e-6,2.688125e-6,2.78311e-6,3.905612e-6,0.005588317,0.005793833,0.005490301,3.13100245345292e-6,0.00562415008122722,9.13709065273651e-7,1.54906213605539e-4,2.8842860723572413e-4,2.754304408102453,2.754304408102453,474.9450517195534,FALSE
64,1,0,pos_1207,pos,1207,2.177,163.03915,[M+Na]+,adduct linked to 2552_[M+2ACN+H]+,0.333,60.41,Orbi_P_E2_WS03A,163.03915:727360 164.0425:62244 165.04586:7449,79.05495:3358 96.86478:12960 135.03378:2641 135.04434:86053 145.02863:68632,Unknown,2.461271e-6,5.227639e-6,6.092944e-6,5.704048e-6,5.874993e-6,4.659284e-6,1.80116e-4,1.830449e-4,1.794614e-4,5.00336299561847e-6,1.80874112023351e-4,1.34675947326513e-6,1.90822477382423e-6,0.014014508530387,1.0550015988898824,1.0550015988898824,240.12637455486276,FALSE
65,3,0,pos_6557,pos,6557,1.841,377.08484,[M+H]+,adduct linked to 7279_[M+K]+,0.333,640.35,Orbi_P_E2_WS03A,377.08475:2245943 378.0881:563289 379.09146:79216,115.25354:2638 163.03915:63605 185.02118:37111,Unknown,0,0,0,0,0,0,5.561627e-4,6.65614e-4,6.401118e-4,0,6.20629522018135e-4,0,5.72674960627901e-5,0,9.227323875372582,9.227323875372582,224.98915628638267,FALSE
65,3,0,pos_1208,pos,1208,1.841,163.03918,[M+H]+,adduct linked to 5197_[2M+H]+; found in higher mz's MsMs_6557,0.333,781.4,Orbi_P_E2_WS03A,163.03915:8082814 164.0425:1114464 165.04586:53243,79.05505:6321 107.04963:25898 117.03388:76734 145.02858:303945,Unknown,2.940699e-6,5.457679e-6,6.07025e-6,5.850117e-6,5.899296e-6,5.570149e-6,0.002001547,0.002331547,0.002339215,5.29803177566161e-6,0.00222410292675098,1.17636629073309e-6,1.92777403662371e-4,0.00122071235347296,8.66764758697497,8.66764758697497,240.3103352211877,FALSE
66,4,0.00106772792351185,pos_5716,pos,5716,2.239,344.13437,[2M+ACN+Na]+,adduct linked to 1209_[M+Na]+,0.333,627.64,Orbi_P_E2_WS03A,344.13449:4634308 345.13784:881984 346.1412:153705,69.03442:3620 85.02915:104395 123.04438:10400 127.03942:34288 147.0443:587303,Unknown,0,0,0,0,0,0,0.001147593,0.00120169,0.001121077,0,0.001156786767145,0,4.10854407467047e-5,0,3.5516866127458693,3.5516866127458693,390.4579481555123,FALSE
66,4,0.00106772792351185,pos_1209,pos,1209,2.235,163.03918,[M+Na]+,adduct linked to 5716_[2M+ACN+Na]+; adduct linked to 5022_[2M+K]+; found in higher mz's MsMs_6017,0.333,146.78,Orbi_P_E2_WS03A,163.0392:1657295 164.04255:204188 165.04591:128509,79.05482:4345 89.0391:17284 107.04977:12158 117.03379:42524 163.03917:471643,Unknown,2.322462e-6,5.689188e-6,4.792073e-6,5.706626e-6,5.402558e-6,6.260657e-6,4.103958e-4,4.168761e-4,3.212828e-4,5.02892764113009e-6,3.82851595835139e-4,1.40947016304722e-6,5.34184731250467e-5,0.00656076959292043,13.952788418844518,13.952788418844518,240.3103352211877,FALSE
67,1,0,pos_1213,pos,1213,8.074,163.07559,[2M+H]+,adduct linked to 46_[M+H+Na]+,1,50.65,Orbi_P_E2_EXBLANKA,163.07578:663638 164.07913:69304 165.08249:12709,133.17003:2610,Unknown,1.548595e-4,2.534906e-4,2.396934e-4,1.399288e-4,1.395903e-4,1.498562e-4,2.29133e-4,3.069517e-4,3.061084e-4,1.79569811734837e-4,2.80731032641294e-4,5.24259463041204e-5,4.46872324925335e-5,0.3531294219614653,15.918166250481084,15.918166250481084,463.52737402333094,FALSE
68,6,9.167360959445212e-4,pos_3507,pos,3507,5.169,261.11014,[2M+H]+,adduct linked to 1216_[M+CH3OH+H]+,1,286.97,Orbi_P_E2_EXBLANKA,261.11075:982159 262.1141:146885 263.11746:9396,135.00291:2632,Unknown,2.291863e-4,3.981415e-4,3.232454e-4,6.090449e-5,5.927418e-5,5.773087e-5,0.001029127,8.516348e-4,0.001422751,1.88080473283965e-4,0.00110117091874902,1.50891167879216e-4,2.92294742815602e-4,0.10322700938175822,26.543994019353693,26.543994019353693,421.8143347477859,FALSE
68,6,0.01381575222241096,pos_2955,pos,2955,5.17,239.12808,[M+H]+,adduct linked to 3386_[M+NH4]+; adduct linked to 3923_[M+K]+,0.667,92.24,Orbi_P_E2_EXBLANKA,239.12869:403072 240.13204:65878 241.1354:24331,103.19101:2882,Unknown,9.405662e-5,1.508878e-4,1.283371e-4,2.890479e-5,2.623776e-5,2.842096e-5,4.418764e-4,3.484342e-4,5.946952e-4,7.61408388522492e-5,4.61668620118871e-4,5.59129305335065e-5,1.24317805147408e-4,0.09966433098806952,26.927930495990505,26.927930495990505,535.6125470501469,FALSE
69,1,0,pos_1217,pos,1217,7.824,163.07567,[M+H]+,adduct linked to 5660_[2M+NH4]+,0.333,14.8,Orbi_P_E2_WS03B,163.07567:216346 164.07902:32473 165.08238:24383,70.11552:2225,Unknown,2.010096e-5,2.500007e-5,2.131542e-5,1.897775e-5,2.014817e-5,1.890372e-5,4.38749e-5,5.337392e-5,5.246031e-5,2.07410139410058e-5,4.9903042963706e-5,2.26783596045314e-6,5.24047141145002e-6,0.23156216040884792,10.501306333686632,10.501306333686632,464.0177164380336,FALSE
70,6,0.02171046777807437,pos_6274,pos,6274,8.012,365.13669,[M+Na]+,adduct linked to 5689_[M+H]+,1,82.54,Orbi_P_E2_EXBLANKA,365.13708:652189 366.14043:155511 367.14379:20753,185.04184:3718 310.47247:2465,Unknown,1.52188e-4,2.455199e-4,2.037652e-4,1.552391e-4,1.627549e-4,1.650461e-4,3.398099e-4,4.230524e-4,4.173186e-4,1.80752222756079e-4,3.93393662913392e-4,3.67746286575492e-5,4.64933557499645e-5,0.25104410866740623,11.818531952356407,11.818531952356407,374.3529580661624,FALSE
70,6,0,pos_1218,pos,1218,8.013,163.07567,[2M+H]+,adduct linked to 47_[M+H+Na]+,1,56.45,Orbi_P_E2_EXBLANKA,163.07582:570574 164.07917:79354 165.08253:11732,105.03416:155113 163.07579:60482,Unknown,1.331432e-4,2.059667e-4,1.762239e-4,1.330218e-4,1.340755e-4,1.366401e-4,2.763215e-4,3.372111e-4,3.470497e-4,1.53178548013481e-4,3.20194085361436e-4,3.0866934091347e-5,3.83119412735888e-5,0.2629327845012902,11.965224538842488,11.965224538842488,464.0177164380336,FALSE
71,1,0,pos_1257,pos,1257,0.81,165.05498,[M+ACN+Na]+,adduct linked to 23_[M+H]+,0.333,29.31,Orbi_P_E2_WS03A,165.05493:372827 166.05828:41654 167.06164:0,95.04961:17389 119.04957:47937,Unknown,4.587855e-7,0,7.0099e-7,7.416173e-7,9.799288e-7,7.813217e-7,9.232305e-5,9.346191e-5,9.000738e-5,6.10440537229806e-7,9.1930781006037e-5,3.42568351591232e-7,1.76035605415376e-6,0.00347362876900752,1.9148712051496213,1.9148712051496213,333.10112787872544,FALSE
72,5,0.01743416351875669,pos_325,pos,325,1.38,120.08121,[M+NH4]+,found in higher mz's MsMs_1284; adduct linked to 33_[M+H]+,0.333,2564.8,Orbi_P_E2_WS03A,120.08121:18406182 121.08456:1766986 122.08792:113798,90.65838:5921 95.04986:15261 119.07336:11527,Unknown,9.25349e-6,1.567598e-5,1.654492e-5,1.555921e-5,1.68472e-5,1.676935e-5,0.004557922,0.004865573,0.004565799,1.51083586388268e-5,0.00466309813782573,2.920654643378e-6,1.75392810448903e-4,0.0016770328171019,3.761293570602048,3.761293570602048,676.2923191729886,FALSE
72,5,0.026644665000364,pos_1284,pos,1284,1.38,166.08655,[M+H]+,adduct linked to 1783_[M+Na]+; adduct linked to 2121_[M+K]+; adduct linked to 2235_[M+2Na-H]+; adduct linked to 3204_[M+IsoProp+Na+H]+; adduct linked to 5367_[2M+H]+,0.333,988.27,Orbi_P_E2_WS03A,166.08656:19573490 167.08991:2347238 168.09327:107925,93.07072:12778 107.04954:80728 124.08718:16498,Unknown,6.431934e-6,9.444943e-6,9.270515e-6,1.005409e-5,8.231308e-6,7.139705e-6,0.004846983,0.005254938,0.005026483,8.42874972780313e-6,0.00504280130068461,1.41921464012752e-6,2.0446677125794e-4,8.93799638235116e-4,4.054626765289792,4.054626765289792,521.1138409461113,FALSE
73,1,0,pos_1299,pos,1299,0.471,167.02193,[M+H]+,NA,0.778,6.47,Orbi_P_E2_EXBLANKB,167.0134:322497 168.01675:18712 169.02011:0,74.71118:2409,Unknown,6.796313e-5,1.654384e-4,1.513207e-4,1.682483e-4,1.59407e-4,1.730734e-4,9.158451e-5,9.132826e-5,9.771012e-5,1.47575152368518e-4,9.35409601273326e-5,3.97208563784504e-5,3.61286698343952e-6,0.7910965835100485,3.8623368613295246,3.8623368613295246,131.3001232831974,FALSE
74,1,0,pos_1337,pos,1337,0.418,169.04597,[M+ACN+H]+,adduct linked to 474_[M+H]+,0.333,112.49,Orbi_P_E2_WS03A,169.04613:677300 170.04948:117970 171.05284:129046,60.80008:5252 109.0654:8690 136.0457:2801,Unknown,9.451775e-6,2.18754e-5,1.989678e-5,2.359838e-5,2.324968e-5,2.417936e-5,1.677198e-4,2.009169e-4,2.160102e-4,2.03752279048786e-5,1.9488229493921e-4,5.56639641720491e-6,2.4704309360717e-5,0.05238111182338602,12.676528346724911,12.676528346724911,271.93786400238446,FALSE
75,1,0,pos_1341,pos,1341,0.525,169.05861,[M+ACN+Na]+,adduct linked to 74_[M+H]+,0.333,1953.22,Orbi_P_E2_WS03A,169.05861:14196386 170.06196:1220746 171.06532:94048,99.88921:6060 124.03728:85845,Unknown,4.799609e-7,0,0,8.798013e-7,6.299076e-7,9.731693e-7,0.003515451,0.003363466,0.003033758,4.93806538770514e-7,0.00330422492697835,4.20757812435338e-7,2.46249997072635e-4,7.915997011503128e-5,7.452579727912949,7.452579727912949,346.6845019013667,FALSE
76,2,0.00271515661357686,pos_1397,pos,1397,2.257,171.09201,[M+NH4]+,adduct linked to 2408_[M+ACN+Na]+; adduct linked to 6406_[2M+ACN+Na]+; similar chromatogram in higher mz_8339; found in higher mz's MsMs_2408,0.333,82.56,Orbi_P_E2_WS03A,171.09201:1131369 172.09536:167781 173.09872:63975,62.75389:2205 72.04536:8092 111.08089:5716 154.06534:42331,Unknown,2.44901e-6,3.228753e-6,5.070777e-6,5.181292e-6,4.199252e-6,4.920021e-6,2.801609e-4,2.614565e-4,2.672724e-4,4.17485080106417e-6,2.69629953739544e-4,1.11759646437994e-6,9.5724737000595e-6,0.00795292118948313,3.5502263629456676,3.5502263629456676,537.7808116228673,FALSE
76,2,0.00271515661357686,pos_2408,pos,2408,2.255,217.0975,[M+ACN+Na]+,adduct linked to 1397_[M+NH4]+,0.333,451.04,Orbi_P_E2_WS03A,217.09758:3440538 218.10093:523843 219.10429:47156,61.66717:2404 132.08075:14912 171.09196:37024,Unknown,2.723861e-6,5.841904e-6,4.047659e-6,6.481075e-6,5.706795e-6,4.800185e-6,8.519803e-4,8.645987e-4,8.321159e-4,4.93357989247064e-6,8.49564947808782e-4,1.37863447717025e-6,1.63755383553704e-5,0.0029551937246937,1.9275204794649985,1.9275204794649985,449.1069680673274,FALSE
77,1,0,pos_1476,pos,1476,5.036,173.11772,[M+H]+,NA,0.333,19.73,Orbi_P_E2_WS03C,173.11765:203422 174.121:62736 175.12436:7014,61.57554:3261 90.87524:2312 148.70172:2127,Unknown,2.057802e-6,3.22417e-6,3.42712e-6,3.715692e-6,3.728211e-6,3.121038e-6,5.173197e-5,5.708326e-5,5.202526e-5,3.21233892464079e-6,5.36134963719329e-5,6.17583924590629e-7,3.00847959480229e-6,0.03115199367696136,5.611422120153413,5.611422120153413,679.9997134897075,FALSE
78,1,0,pos_1525,pos,1525,0.884,176.09206,[M+IsoProp+Na+H]+,adduct linked to 615_[M+ACN+H]+,0.333,68.81,Orbi_P_E2_WS03A,176.09212:379805 177.09547:23850 178.09883:0,70.06598:59967 73.67757:2900 130.04961:3048,Unknown,3.754852e-6,6.559647e-6,5.801608e-6,7.039961e-6,7.531946e-6,7.527179e-6,9.40511e-5,1.065699e-4,9.243939e-5,6.36919874826466e-6,9.76867959252559e-5,1.43778034551707e-6,7.73508281666246e-6,0.03340398778274944,7.918248053279261,7.918248053279261,522.794724532177,FALSE
79,1,0,pos_1541,pos,1541,2.696,177.05496,[M+H]+,adduct linked to 6838_[2M+K]+,0.333,48.54,Orbi_P_E2_WS03A,177.05507:616899 178.05842:99260 179.06178:4095,89.03928:3370 98.98477:2959 117.03389:21782,Unknown,2.937169e-7,6.713202e-7,8.949847e-7,6.12324e-7,5.670473e-7,1.449735e-6,1.527626e-4,1.607719e-4,1.109097e-4,7.4818804307597e-7,1.41481395985465e-4,3.94320034650296e-7,2.67770263585383e-5,0.00260178455969471,18.92618189976668,18.92618189976668,310.41208899199506,FALSE
